id,title,official_title,category,career_level,department,location_summary,cities,states,country,work_type,employment_type,contract_type,shift,travel,company,commission_role,salary_min,salary_max,posted_at,url,intro,responsibilities,skills_required,skills_preferred,edu_required,edu_preferred,about_business,life_at_ibm,about_ibm,equal_opportunity,benefits,visa_policy,compensation_policy,other_notes,extra_content,inferred_states,inferred_state_count,inferred_states_str
89757,Package Specialist Intern 2026- SAP CX,Package Specialist Intern 2026- SAP CX,Infrastructure & Technology,Internship,Infrastructure & Technology,"BATON ROUGE, US",,,United States,Onsite,Co-Op (Fixed Term),Internship,General (daytime),Up to 100% or 5 days a week (home on weekends - based on project requirements),International Business Machines Corporation,False,29120,51484,2026-03-23,https://careers.ibm.com/careers/JobDetail?jobId=89757&source=WEB_Search_NA,"About the Client Innovation Center (CIC)
IBM Consulting Client Innovation Centers (CICs) are high-delivery, team-based environments where technologists work onsite to build real solutions for real clients.
At CIC, interns collaborate closely with data engineers, data scientists, and consultants to support data platforms, pipelines, and analytics solutions across industries. Our delivery centers are built for learning through delivery, combining hands-on project exposure, structured training, mentorship, and teamwork to help students develop strong data engineering foundations and prepare for early-career technical roles.
This role is ideal for individuals who enjoy working with data, building systems, and learning how large-scale data solutions are delivered in an in-person, collaborative environment.","The Package Specialist Intern role is a developmental, learning-focused position that provides hands-on exposure to enterprise packaged applications in a professional consulting and delivery environment.
This role is not about owning production systems or being a subject-matter expert on day one. It is about learning how packaged solutions are implemented, configured, and supported, while gaining real-world experience working with enterprise platforms and client delivery teams.
High-performing interns may be considered for conversion into IBM Consulting's full-time Associate Package Specialist program based on performance and business needs.
As an Package Specialist Intern, you will:
* Support package implementation and support activities under the guidance of experienced consultants and associates
* Assist with requirements documentation, configuration tasks, and basic system testing
* Help prepare and validate data for system configuration, migration, or reporting activities
* Participate in Agile or project-based delivery activities such as stand-ups, status meetings, and reviews
* Learn how enterprise packaged applications support core business processes (e.g., finance, supply chain, HR, or operations)
* Help document functional designs, configuration decisions, and implementation steps
* Build technical, analytical, and consulting skills through mentorship, training, and hands-on project work","These qualifications are essential for success in the role.
Learning and Team Skills
* Strong foundation in computer science fundamentals, including data structures and algorithms, and/or strong interest in learning new technologies and development practices
* Analytical and problem-solving skills, with the ability to approach tasks using structured, logical thinking
* Comfortable working onsite in a collaborative, team-based environment
* Ability to learn new systems and tools quickly and apply them in a delivery setting
* Willingness to follow established processes and seek guidance when needed
Technical & Business Foundation Skills
* Coursework or hands-on exposure in business, information systems, engineering, computer science, or related fields
* Basic familiarity with business processes such as finance, supply chain, HR, operations, or analytics through coursework or projects
* Comfort working with data in tools such as spreadsheets, simple databases, or reporting tool
Work Location & Onsite Expectations:
This internship role is based in an IBM Client Innovation Center (CIC) and requires regular onsite presence at the assigned delivery center. Working onsite enables hands-on learning, real-time collaboration, and mentorship that support faster growth and stronger delivery outcomes. Interns work in a collaborative, in-person team environment.
Work Authorization
* IBM will not provide visa sponsorship for this position. Candidates must be eligible to work in the U.S. without current or future sponsorship requirements.","Preferred Skills (Nice-to-Haves):
* Exposure to enterprise applications or platforms (e.g., ERP, HCM, SCM, CRM) through coursework, labs, or internships
* Familiarity with cloud computing concepts (e.g., SaaS platforms, system integrations, role-based access)
* Experience documenting requirements, workflows, or process diagrams
* Exposure to SQL, reporting tools, or basic data analysis
* Experience working on team-based academic projects, internships, or consulting clubs
Education
* High School Diploma or GED
Preferred:
* Currently pursuing a Bachelor's degree in Information Systems, Business, Accounting, Finance, Supply Chain, Engineering, Computer Science, or a related field",High School Diploma/GED,,"IBM Consulting is IBM's consulting and global professional services business, with market leading capabilities in business and technology transformation. With deep expertise in many industries, we offer strategy, experience, technology, and operations services to many of the most innovative and valuable companies in the world. Our people are focused on accelerating our clients' businesses through the power of collaboration. We believe in the power of technology responsibly used to help people, partners and the planet.","In a world where technology never stands still, we understand that, dedication to our clients success, innovation that matters, and trust and personal responsibility in all our relationships, lives in what we do as IBMers as we strive to be the catalyst that makes the world work better.
Being an IBMer means you'll be able to learn and develop yourself and your career, you'll be encouraged to be courageous and experiment everyday, all whilst having continuous trust and support in an environment where everyone can thrive whatever their personal or professional background.
Our IBMers are growth minded, always staying curious, open to feedback and learning new information and skills to constantly transform themselves and our company. They are trusted to provide on-going feedback to help other IBMers grow, as well as collaborate with colleagues keeping in mind a team focused approach to include different perspectives to drive exceptional outcomes for our customers. The courage our IBMers have to make critical decisions everyday is essential to IBM becoming the catalyst for progress, always embracing challenges with resources they have to hand, a can-do attitude and always striving for an outcome focused approach within everything that they do.
Are you ready to be an IBMer?","IBM's greatest invention is the IBMer. We believe that through the application of intelligence, reason and science, we can improve business, society and the human condition, bringing the power of an open hybrid cloud and AI strategy to life for our clients and partners around the world.
Restlessly reinventing since 1911, we are not only one of the largest corporate organizations in the world, we're also one of the biggest technology and consulting employers, with many of the Fortune 500 companies relying on the IBM Cloud to run their business.
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain. Now it's time for you to join us on our journey to being a responsible technology innovator and a force for good in the world.","IBM is proud to be an equal-opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, neurodivergence, age, or other characteristics protected by the applicable law. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.",,"IBM will not be providing visa sponsorship for this position now or in the future. Therefore, in order to be considered for this position, you must have the ability to work without a need for current or future visa sponsorship.","The compensation range and benefits for this position are based on a full-time schedule for a full calendar year. The salary will vary depending on your job-related skills, experience and location. Pay increment and frequency of pay will be in accordance with employment classification and applicable laws. For part time roles, your compensation and benefits will be adjusted to reflect your hours. Benefits may be pro-rated for those who start working during the calendar year.","Supplemental 1 employees may be eligible for up to 8 paid holidays, minimum of 56 hours paid sick time and the IBM Employee Stock Purchase Plan. IBM offers paid family medical leave and disability benefits to eligible employees where required by applicable law.
This position was posted on the date cited in the key job details section and is anticipated to remain posted for 15 days from this date or less if not needed to fill the role.
We consider qualified applicants with criminal histories, consistent with applicable law.","In this role, you'll work in one of our IBM Consulting Client Innovation Centers (Delivery Centers), where we deliver deep technical and industry expertise to a wide range of public and private sector clients around the world. Our delivery centers offer our clients locally based skills and technical expertise to drive innovation and adoption of new technology.",['LA'],1,LA
87011,Associate Package Specialist 2026- Business Applications,Associate Package Specialist - Business Applications - 2026,Infrastructure & Technology,Entry Level,Infrastructure & Technology,Multiple Cities,,,United States,Hybrid,Regular,Regular,General (daytime),Up to 60% or 3 days a week (home on weekends - based on project requirements),International Business Machines Corporation,False,45427,83283,2026-01-16,https://careers.ibm.com/careers/JobDetail?jobId=87011&source=WEB_Search_NA,"About the Client Innovation Center (CIC)
IBM Consulting Client Innovation Centers (CICs) are high-delivery, team-based environments where technologists work onsite to build real solutions for real clients.
At CIC, associates collaborate closely with peers and experienced practitioners to design, build, test, and support enterprise applications at scale. Our delivery centers are built for learning through delivery, combining hands-on project work, structured training, mentorship, and teamwork to help early-career professionals develop strong technical foundations and grow with confidence.
This role is ideal for individuals who enjoy problem-solving, learning quickly, and working in an in-person, collaborative delivery environment.","The Associate Package Specialist is an entry-level role focused on supporting the implementation, configuration, and production support of packaged application solutions.
This role is not about being a packaged-solution expert on day one. It is about understanding how enterprise applications support business processes, learning how implementations are delivered, and contributing effectively within structured consulting teams.
Associates are expected to contribute to established delivery teams and progressively assume greater responsibility and ownership as their skills and experience develop.
As an Associate Package Specialist, you will:
Support packaged application implementations across phases such as requirements gathering, configuration, testing, deployment, and production support
Assist with application configuration, data migration activities, integrations, and environment setup
Participate in testing, validation, and defect resolution activities
Support production environments by helping analyze issues and contribute to resolution efforts
Work with functional and technical team members to help integrate packaged solutions into client business environments
Build consulting, business process, and packaged application expertise through structured training, mentorship, and hands-on delivery experience
Work Location & Onsite Expectations
This role is based in an IBM Client Innovation Center (CIC) and requires regular onsite presence at the assigned delivery center. Working onsite enables hands-on learning, real-time collaboration, and mentorship that support faster growth and stronger delivery outcomes.
Travel may be required for up to 60% of the time or 3 days per week (home on weekends), based on project requirements.
Work Authorization
IBM will not provide visa sponsorship for this position. Candidates must be eligible to work in the U.S. without current or future sponsorship requirements.","These qualifications are essential for success in the role.
Core Foundations
Ability to work effectively in a technology-driven consulting environment where tools, platforms, and client needs evolve over time
Strong analytical and problem-solving skills, with the ability to approach complex tasks using structured, logical thinking
Ability to learn new systems and technologies quickly and apply them in a delivery setting
Comfortable working onsite in a collaborative, team-based environment
Applied Experience
Exposure to enterprise or packaged applications through coursework, academic projects, internships, or work experience
Familiarity with basic concepts such as:
Business process flows
System configuration versus customization
Testing and validation
Business & Delivery Skills
Ability to translate business or functional requirements into system configurations and solutions, with guidance from senior team members
Clear written and verbal communication skills to support collaboration with technical and non-technical stakeholders
Technical & Platform Awareness
Familiarity with cloud computing concepts (e.g., hosting applications, environment setup, system integrations, basic cloud services) on at least one platform such as AWS, Azure, IBM Cloud, or Google Cloud, gained through coursework, labs, projects, or self-study
Candidates are not expected to be proficient in all listed technologies. Evaluation focuses on depth in at least one primary language and the ability to transfer foundational programming skills to new tools and frameworks.
Web, Cloud, and Platform Exposure
Exposure through coursework or projects to web development concepts, APIs, or application frameworks (e.g., RESTful services, Spring Boot, .NET Core, Flask/Django, Node.js, or similar)
Business & Delivery Skills
Ability to translate business or functional requirements into technical solutions, with guidance from senior team members
Comfortable working onsite in a collaborative, team-based environment
Strong willingness to learn, accept feedback, and continuously improve
Education
Bachelor's degree or equivalent practical experience in Computer Science, Engineering, or a related technical field
(Candidates with other degrees will be considered if they demonstrate equivalent technical skills.)","Experience working on system implementations or configuration projects
Exposure to packaged applications (e.g., ERP, HCM, CRM, or similar systems)
Familiarity with data migration concepts or integration workflows
Experience working in Agile or structured project delivery environments
Experience collaborating with others on team-based projects
Exposure to databases such as MySQL, PostgreSQL, SQL Server, Oracle, DB2, or MongoDB
Exposure to analytics or data tools such as SPSS, SAS, Tableau, Hadoop, or Spark, depending on practice needs
Experience collaborating with others on team-based software projects
Emerging Technology Awareness
Familiarity with generative AI concepts, including basic modeling approaches, responsible use, and ethical considerations, gained through coursework, projects, or self-study",Bachelor's Degree,Master's Degree,"IBM Consulting is IBM's consulting and global professional services business, with market leading capabilities in business and technology transformation. With deep expertise in many industries, we offer strategy, experience, technology, and operations services to many of the most innovative and valuable companies in the world. Our people are focused on accelerating our clients' businesses through the power of collaboration. We believe in the power of technology responsibly used to help people, partners and the planet.","In a world where technology never stands still, we understand that, dedication to our clients success, innovation that matters, and trust and personal responsibility in all our relationships, lives in what we do as IBMers as we strive to be the catalyst that makes the world work better.
Being an IBMer means you'll be able to learn and develop yourself and your career, you'll be encouraged to be courageous and experiment everyday, all whilst having continuous trust and support in an environment where everyone can thrive whatever their personal or professional background.
Our IBMers are growth minded, always staying curious, open to feedback and learning new information and skills to constantly transform themselves and our company. They are trusted to provide on-going feedback to help other IBMers grow, as well as collaborate with colleagues keeping in mind a team focused approach to include different perspectives to drive exceptional outcomes for our customers. The courage our IBMers have to make critical decisions everyday is essential to IBM becoming the catalyst for progress, always embracing challenges with resources they have to hand, a can-do attitude and always striving for an outcome focused approach within everything that they do.
Are you ready to be an IBMer?","IBM's greatest invention is the IBMer. We believe that through the application of intelligence, reason and science, we can improve business, society and the human condition, bringing the power of an open hybrid cloud and AI strategy to life for our clients and partners around the world.
Restlessly reinventing since 1911, we are not only one of the largest corporate organizations in the world, we're also one of the biggest technology and consulting employers, with many of the Fortune 500 companies relying on the IBM Cloud to run their business.
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain. Now it's time for you to join us on our journey to being a responsible technology innovator and a force for good in the world.","IBM is proud to be an equal-opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, neurodivergence, age, or other characteristics protected by the applicable law. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.","IBM offers a competitive and comprehensive benefits program. Eligible employees may have access to:
- Healthcare benefits including medical & prescription drug coverage, dental, vision, and mental health & well being
- Financial programs such as 401(k), cash balance pension plan, the IBM Employee Stock Purchase Plan, financial counseling, life insurance, short & long- term disability coverage, and opportunities for performance based salary incentive programs
- Generous paid time off including 12 holidays, minimum 56 hours sick time, 120 hours vacation, 12 weeks parental bonding leave in accordance with IBM Policy, and other Paid Care Leave programs. IBM also offers paid family leave benefits to eligible employees where required by applicable law
- Training and educational resources on our personalized, AI-driven learning platform where IBMers can grow skills and obtain industry-recognized certifications to achieve their career goals
- Diverse and inclusive employee resource groups, giving & volunteer opportunities, and discounts on retail products, services & experiences
We consider qualified applicants with criminal histories, consistent with applicable law.
This position was posted on the date cited in the key job details section and is anticipated to remain posted for 21 days from this date or less if not needed to fill the role.",,"The compensation range and benefits for this position are based on a full-time schedule for a full calendar year. The salary will vary depending on your job-related skills, experience and location. Pay increment and frequency of pay will be in accordance with employment classification and applicable laws. For part time roles, your compensation and benefits will be adjusted to reflect your hours. Benefits may be pro-rated for those who start working during the calendar year.",,"In this role, you'll work in one of our IBM Consulting Client Innovation Centers (Delivery Centers), where we deliver deep technical and industry expertise to a wide range of public and private sector clients around the world. Our delivery centers offer our clients locally based skills and technical expertise to drive innovation and adoption of new technology.",[],0,
97086,Associate AI & Analytics - Data Scientist-Finance Transformation 2026,Associate AI & Analytics - Data Scientist-Finance Transformation,Data & Analytics,Entry Level,Data & Analytics,Multiple Cities,,,United States,Hybrid,Regular,Regular,General (daytime),Up to 100% or 5 days a week (home on weekends - based on project requirements),International Business Machines Corporation,False,88800,133200,2026-04-01,https://careers.ibm.com/careers/JobDetail?jobId=97086&source=WEB_Search_NA,"A career in IBM Consulting is rooted in long-term relationships and close collaboration with clients across the globe. You'll work with visionaries across multiple industries to:
improve the hybrid cloud and AI journey for the most innovative and valuable
companies in the world. Your ability to accelerate impact and make meaningful
change for your clients is enabled by our strategic partner ecosystem and our
robust technology platforms across the IBM portfolio, including Software and
Red Hat. Curiosity and a constant quest for knowledge serve as the
foundation for success in IBM Consulting. In your role, you'll be encouraged to challenge the norm, investigate ideas outside of your role, and come up with creative solutions that result in ground-breaking impact for a wide network of clients. Our culture of evolution and empathy centers on long-term career growth and development opportunities in an environment that embraces your unique skills and experience.
We are seeking a highly skilled Data Scientist to join our team in the AI industry. This role involves leveraging advanced analytics, machine learning, and statistical modeling to extract insights from large datasets and develop innovative AI-driven solutions. The ideal candidate will combine strong technical expertise with a passion for solving complex problems and driving data-informed decision-making.","Design, develop, and implement machine learning models and AI algorithms to solve business challenges.
Analyze large, complex datasets to identify patterns, trends, and actionable insights.
Collaborate with cross-functional teams (engineering, product, and business) to integrate AI solutions into production systems.
Perform data preprocessing, feature engineering, and model optimization for high performance and scalability.
Conduct experiments and validate models using appropriate statistical techniques.
Communicate findings and recommendations through clear visualizations and reports.
Stay updated on emerging AI technologies, frameworks, and best practices.
We have positions open in these locations:
- Austin, TX
- Atlanta, GA
- Chicago, IL
- Dallas, TX
- Houston, TX
- Durham, NC
- New York, NY","*  A quantitative degree in Computer Science, Statistics, Mathematics, Engineering, or a related field
* Strong Interpersonal skills that enhance collaboration and relationship building, while also managing dynamic workloads in an agile environment.
Proven experience in machine learning, deep learning, and statistical modeling.
Proficiency in programming languages such as Python or R.
Strong knowledge of data preprocessing, feature engineering, and model evaluation techniques.
Experience working with large datasets and distributed computing frameworks (e.g., Spark, Hadoop).
Excellent problem-solving skills and ability to work in a collaborative environment.
*General Familiarity with databases,
data-engineering tools (SQL, Spark, Snowflake) and cloud platforms (e.g., IBM
Cloud, Azure, AWS). *Experience with NLP/LLM/GenAI is a plus
* Experience: familiarity with eval-driven development of AI Agents, ML&AI Ops/Observability
* Skills/Tech:  Python, Development/Deployment with coding agents (Cursor, Claude Code, Codex, etc)
* Ethics/governance awareness, ability to translate business use cases into models
* Experience using machine-learning/data science libraries in python (scikit-learn, SciPy, pandas, PyTorch) is a plus
Experience in Natural Language Processing (NLP), Computer Vision, or Generative AI.
Familiarity with cloud platforms (AWS, Azure, GCP) and MLOps practices.
Strong understanding of data architecture and data engineering principles.
Prior experience in the AI industry or related research projects.
Experience with API development and integration for AI models.
Understanding of ethical AI principles and data privacy regulations.",,High School Diploma/GED,Bachelor's Degree,"IBM Consulting is IBM's consulting and global professional services business, with market leading capabilities in business and technology transformation. With deep expertise in many industries, we offer strategy, experience, technology, and operations services to many of the most innovative and valuable companies in the world. Our people are focused on accelerating our clients' businesses through the power of collaboration. We believe in the power of technology responsibly used to help people, partners and the planet.","In a world where technology never stands still, we understand that, dedication to our clients success, innovation that matters, and trust and personal responsibility in all our relationships, lives in what we do as IBMers as we strive to be the catalyst that makes the world work better.
Being an IBMer means you'll be able to learn and develop yourself and your career, you'll be encouraged to be courageous and experiment everyday, all whilst having continuous trust and support in an environment where everyone can thrive whatever their personal or professional background.
Our IBMers are growth minded, always staying curious, open to feedback and learning new information and skills to constantly transform themselves and our company. They are trusted to provide on-going feedback to help other IBMers grow, as well as collaborate with colleagues keeping in mind a team focused approach to include different perspectives to drive exceptional outcomes for our customers. The courage our IBMers have to make critical decisions everyday is essential to IBM becoming the catalyst for progress, always embracing challenges with resources they have to hand, a can-do attitude and always striving for an outcome focused approach within everything that they do.
Are you ready to be an IBMer?","IBM's greatest invention is the IBMer. We believe that through the application of intelligence, reason and science, we can improve business, society and the human condition, bringing the power of an open hybrid cloud and AI strategy to life for our clients and partners around the world.
Restlessly reinventing since 1911, we are not only one of the largest corporate organizations in the world, we're also one of the biggest technology and consulting employers, with many of the Fortune 500 companies relying on the IBM Cloud to run their business.
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain. Now it's time for you to join us on our journey to being a responsible technology innovator and a force for good in the world.","IBM is proud to be an equal-opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, neurodivergence, age, or other characteristics protected by the applicable law. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.","IBM offers a competitive and comprehensive benefits program. Eligible employees may have access to:
- Healthcare benefits including medical & prescription drug coverage, dental, vision, and mental health & well being
- Financial programs such as 401(k), cash balance pension plan, the IBM Employee Stock Purchase Plan, financial counseling, life insurance, short & long- term disability coverage, and opportunities for performance based salary incentive programs
- Generous paid time off including 12 holidays, minimum 56 hours sick time, 120 hours vacation, 12 weeks parental bonding leave in accordance with IBM Policy, and other Paid Care Leave programs. IBM also offers paid family leave benefits to eligible employees where required by applicable law
- Training and educational resources on our personalized, AI-driven learning platform where IBMers can grow skills and obtain industry-recognized certifications to achieve their career goals
- Diverse and inclusive employee resource groups, giving & volunteer opportunities, and discounts on retail products, services & experiences
We consider qualified applicants with criminal histories, consistent with applicable law.
This position was posted on the date cited in the key job details section and is anticipated to remain posted for 21 days from this date or less if not needed to fill the role.",,"The compensation range and benefits for this position are based on a full-time schedule for a full calendar year. The salary will vary depending on your job-related skills, experience and location. Pay increment and frequency of pay will be in accordance with employment classification and applicable laws. For part time roles, your compensation and benefits will be adjusted to reflect your hours. Benefits may be pro-rated for those who start working during the calendar year.",,,"['GA', 'IL', 'NC', 'NY', 'TX']",5,"GA,IL,NC,NY,TX"
87269,Data Engineer Intern - Client Innovation Center (Entry Level),Data Engineer Intern 2026 - Client Innovation Center (Entry Level),Data & Analytics,Internship,Data & Analytics,Multiple Cities,,,United States,Onsite,Co-Op (Fixed Term),Internship,General (daytime),Up to 100% or 5 days a week (home on weekends - based on project requirements),International Business Machines Corporation,False,29120,51484,2026-01-16,https://careers.ibm.com/careers/JobDetail?jobId=87269&source=WEB_Search_NA,"About the Client Innovation Center (CIC)
IBM Consulting Client Innovation Centers (CICs) are high-delivery, team-based environments where technologists work onsite to build real solutions for real clients.
At CIC, interns collaborate closely with data engineers, data scientists, and consultants to support data platforms, pipelines, and analytics solutions across industries. Our delivery centers are built for
learning through delivery
,
combining hands-on project exposure, structured training, mentorship, and teamwork to help students develop strong data engineering foundations and prepare for early-career technical roles.
This role is ideal for individuals who enjoy working with data, building systems, and learning how large-scale data solutions are delivered in an in-person, collaborative environment.","The
Data Engineer Intern
role is a developmental, learning-focused position that provides hands-on exposure to data engineering concepts, tools, and delivery practices in a professional consulting environment.
This role is not about owning production pipelines or designing enterprise data architectures on day one. It is about applying academic knowledge, learning how data systems are built and operated, and supporting delivery teams with data ingestion, transformation, and quality activities.
High-performing interns may be considered for conversion into IBM Consulting's full-time
Associate Data Engineer
program based on performance and business needs.
As a Data Engineer Intern, you will:
Support data ingestion, transformation, and preparation activities under the guidance of experienced data engineers
Assist with building and maintaining ETL/ELT pipelines using established tools and frameworks
Help validate data quality, accuracy, and completeness across datasets
Contribute to data processing tasks using SQL and programming languages such as Python
Gain exposure to modern data platforms, including cloud-based data lakes and warehouses
Participate in Agile or project-based delivery activities such as stand-ups and sprint reviews
Help document data flows, pipeline logic, and implementation details
Build technical and professional skills through mentorship, training, and hands-on project work","These qualifications are essential for success in the role.
Technical Foundation Skills
Coursework or hands-on experience in
Computer Science, Data Science, Engineering, Information Systems, Mathematics, Statistics, or a related technical field
Basic programming experience in
Python
or another programming language gained through coursework, labs, or projects
Foundational understanding of
SQL
and relational data concepts
Familiarity with core data concepts such as tables, schemas, transformations, and data validation
Analytical and Learning Skills
Strong analytical and problem-solving skills, with the ability to approach tasks using structured, logical thinking
Comfortable working onsite in a collaborative, team-based environment
Ability to work effectively in a technology-driven consulting environment where tools, platforms, and client needs evolve over time
Willingness to learn new tools, platforms, and data technologies in a delivery setting
Ability to learn new tools, techniques, and technologies in a delivery setting
Ability to follow established processes and seek guidance when needed
Education
High School Diploma or GED","Preferred Skills (Nice-to-Haves):
Exposure to ETL/ELT concepts or tools through coursework or projects
Familiarity with modern data platforms or tools (e.g., dbt, Snowflake, BigQuery, Spark, Airflow, or similar)
Exposure to cloud platforms (AWS, Azure, Google Cloud, or IBM Cloud) through labs or academic projects
Experience working with datasets for analytics or machine learning coursework
Participation in team-based academic projects, hackathons, internships, or capstone courses
Preferred:
Currently pursuing a
Bachelor's degree
in Computer Science, Data Science, Mathematics, Statistics, Engineering, AI, or a related field.",High School Diploma/GED,,"IBM Consulting is IBM's consulting and global professional services business, with market leading capabilities in business and technology transformation. With deep expertise in many industries, we offer strategy, experience, technology, and operations services to many of the most innovative and valuable companies in the world. Our people are focused on accelerating our clients' businesses through the power of collaboration. We believe in the power of technology responsibly used to help people, partners and the planet.","In a world where technology never stands still, we understand that, dedication to our clients success, innovation that matters, and trust and personal responsibility in all our relationships, lives in what we do as IBMers as we strive to be the catalyst that makes the world work better.
Being an IBMer means you'll be able to learn and develop yourself and your career, you'll be encouraged to be courageous and experiment everyday, all whilst having continuous trust and support in an environment where everyone can thrive whatever their personal or professional background.
Our IBMers are growth minded, always staying curious, open to feedback and learning new information and skills to constantly transform themselves and our company. They are trusted to provide on-going feedback to help other IBMers grow, as well as collaborate with colleagues keeping in mind a team focused approach to include different perspectives to drive exceptional outcomes for our customers. The courage our IBMers have to make critical decisions everyday is essential to IBM becoming the catalyst for progress, always embracing challenges with resources they have to hand, a can-do attitude and always striving for an outcome focused approach within everything that they do.
Are you ready to be an IBMer?","IBM's greatest invention is the IBMer. We believe that through the application of intelligence, reason and science, we can improve business, society and the human condition, bringing the power of an open hybrid cloud and AI strategy to life for our clients and partners around the world.
Restlessly reinventing since 1911, we are not only one of the largest corporate organizations in the world, we're also one of the biggest technology and consulting employers, with many of the Fortune 500 companies relying on the IBM Cloud to run their business.
At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain. Now it's time for you to join us on our journey to being a responsible technology innovator and a force for good in the world.","IBM is proud to be an equal-opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, neurodivergence, age, or other characteristics protected by the applicable law. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.",,,"The compensation range and benefits for this position are based on a full-time schedule for a full calendar year. The salary will vary depending on your job-related skills, experience and location. Pay increment and frequency of pay will be in accordance with employment classification and applicable laws. For part time roles, your compensation and benefits will be adjusted to reflect your hours. Benefits may be pro-rated for those who start working during the calendar year.","Supplemental 1 employees may be eligible for up to 8 paid holidays, minimum of 56 hours paid sick time and the IBM Employee Stock Purchase Plan. IBM offers paid family medical leave and disability benefits to eligible employees where required by applicable law.
This position was posted on the date cited in the key job details section and is anticipated to remain posted for 15 days from this date or less if not needed to fill the role.
We consider qualified applicants with criminal histories, consistent with applicable law.","In this role, you'll work in one of our IBM Consulting Client Innovation Centers (Delivery Centers), where we deliver deep technical and industry expertise to a wide range of public and private sector clients around the world. Our delivery centers offer our clients locally based skills and technical expertise to drive innovation and adoption of new technology.",[],0,
